"AGGREGATION LEVEL","REGION","DISTNAME","DISTRICT","SECTION","HEADING","HEADING NAME","YR09"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","G-IN SCHOOL SUSPENSIONS","C21","AFRICAN AMERICAN","23"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","G-IN SCHOOL SUSPENSIONS","C22","ASIAN","6"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","G-IN SCHOOL SUSPENSIONS","C23","HISPANIC","315"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","G-IN SCHOOL SUSPENSIONS","C24","NATIVE AMERICAN","5"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","G-IN SCHOOL SUSPENSIONS","C25","WHITE","305"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","H-SPEC. ED. JJAEP EXPULSIONS","D01","SPEC. ED. STUDENTS EXPELLED TO JJAEP","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","H-SPEC. ED. JJAEP EXPULSIONS","D02","SPEC. ED. EXPULSIONS TO JJAEP","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","H-SPEC. ED. JJAEP EXPULSIONS","D03","NON SPEC. ED. EXPULSIONS TO JJAEP","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","I-SPEC. ED. EXPULSIONS","D04","SPEC. ED. STUDENTS EXPELLED","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","I-SPEC. ED. EXPULSIONS","D05","SPEC. ED. EXPULSIONS","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","I-SPEC. ED. EXPULSIONS","D06","NON SPEC. ED. EXPULSIONS","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","J-SPEC. ED. DAEP PLACEMENTS","D07","SPEC. ED. STUDENTS IN DAEP PLACEMENT","8"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","J-SPEC. ED. DAEP PLACEMENTS","D08","SPEC. ED. DAEP PLACEMENTS","11"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","J-SPEC. ED. DAEP PLACEMENTS","D09","NON SPEC. ED. DAEP PLACEMENTS","89"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","K-SPEC. ED. OUT OF SCHOOL SUS.","D10","SPEC. ED. STUDENTS OUT OF SCHOOL SUS.","18"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","K-SPEC. ED. OUT OF SCHOOL SUS.","D11","SPEC. ED. OUT OF SCHOOL SUSPEN","28"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","K-SPEC. ED. OUT OF SCHOOL SUS.","D12","NON SPEC. ED. OUT OF SCHOOL SUSPEN","131"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","L-SPEC. ED. IN SCHOOL SUS.","D13","SPEC. ED. STUDENTS IN SCHOOL SUSPEN","38"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","L-SPEC. ED. IN SCHOOL SUS.","D14","SPEC. ED. IN SCHOOL SUSPEN","102"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","L-SPEC. ED. IN SCHOOL SUS.","D15","NON SPEC. ED. IN SCHOOL SUSPEN","552"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","M-ECO. DISADV. JJAEP PLACEMENTS","E01","ECO. DISAD. STUDENTS EXPELLED TO JJAEP","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","M-ECO. DISADV. JJAEP PLACEMENTS","E02","ECO. DISAD. EXPULSION TO JJAEP","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","M-ECO. DISADV. JJAEP PLACEMENTS","E03","NON ECO. DISAD. EXPULSION TO JJAEP","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","N-ECO. DISADV. EXPULSIONS","E05","ECO. DISAD. STUDENTS EXPELLED","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","N-ECO. DISADV. EXPULSIONS","E06","ECO. DISAD. EXPULSIONS","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","N-ECO. DISADV. EXPULSIONS","E07","NON ECO. DISAD. EXPULSIONS","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","O-ECO. DISADV. DAEP PLACEMENTS","E09","ECO. DISAD. STUDENTS PLACED IN DAEP","22"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","O-ECO. DISADV. DAEP PLACEMENTS","E10","ECO. DISAD. DAEP PLACEMENTS","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","O-ECO. DISADV. DAEP PLACEMENTS","E11","NON ECO. DISAD. DAEP PLACEMENTS","70"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","O-ECO. DISADV. DAEP PLACEMENTS","E12","UNKNOWN ECO. STATUS DAEP PLACEMENTS","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","P-ECO. DISADV. OUT OF SCHOOL SUS.","E13","ECO. DISAD. STUDENTS OUT OF SCHOOL SUS","32"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","P-ECO. DISADV. OUT OF SCHOOL SUS.","E14","ECO. DISAD. OUT OF SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","P-ECO. DISADV. OUT OF SCHOOL SUS.","E15","NON ECO. DISAD. OUT OF SCHOOL SUSPEN","106"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","P-ECO. DISADV. OUT OF SCHOOL SUS.","E16","UNKNOWN ECO STATUS OUT OF SCH SUSPEN","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","Q-ECO. DISADV. IN SCHOOL SUS.","E17","ECO DISAD. STUDENTS SUSPEN IN SCHOOL","85"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","Q-ECO. DISADV. IN SCHOOL SUS.","E18","ECO DISAD. IN SCHOOL SUSPENSIONS","183"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","Q-ECO. DISADV. IN SCHOOL SUS.","E19","NON ECO DISAD. IN SCHOOL SUSPENSIONS","454"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","Q-ECO. DISADV. IN SCHOOL SUS.","E20","UNKNOWN ECO STATUS IN SCHOOL SUSPEN","17"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","R-AT RISK JJAEP PLACEMENTS","F01","AT RISK STUDENTS EXPELLED TO JJAEP","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","R-AT RISK JJAEP PLACEMENTS","F02","AT RISK EXPULSION TO JJAEP","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","R-AT RISK JJAEP PLACEMENTS","F03","NON AT RISK EXPULSION TO JJAEP","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","S-AT RISK EXPULSIONS","F05","AT RISK STUDENTS EXPELLED","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","S-AT RISK EXPULSIONS","F06","AT RISK EXPULSIONS","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","S-AT RISK EXPULSIONS","F07","NON AT RISK EXPULSIONS","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","T-AT RISK DAEP PLACEMENTS","F09","AT RISK STUDENTS PLACED IN DAEP","59"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","T-AT RISK DAEP PLACEMENTS","F10","AT RISK DAEP PLACEMENTS","75"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","T-AT RISK DAEP PLACEMENTS","F11","NON AT RISK DAEP PLACEMENTS","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","T-AT RISK DAEP PLACEMENTS","F12","UNKNOWN AT RISK STATUS DAEP PLACEMENTS","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","U-AT RISK OUT OF SCHOOL SUS.","F13","AT RISK STUDENTS OUT OF SCHOOL SUS","74"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","U-AT RISK OUT OF SCHOOL SUS.","F14","AT RISK OUT OF SCHOOL SUSPEN","106"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","U-AT RISK OUT OF SCHOOL SUS.","F15","NON AT RISK OUT OF SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","U-AT RISK OUT OF SCHOOL SUS.","F16","UNKNOWN AT RISK STATUS OUT OF SCH SUS","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","V-AT RISK IN SCHOOL SUS.","F17","AT RISK STUDENTS SUSPEN IN SCHOOL","160"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","V-AT RISK IN SCHOOL SUS.","F18","AT RISK IN SCHOOL SUSPENSIONS","361"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","V-AT RISK IN SCHOOL SUS.","F19","NON AT RISK IN SCHOOL SUSPENSIONS","276"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","V-AT RISK IN SCHOOL SUS.","F20","UNKNOWN AT RISK STATUS IN SCH SUS.","17"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","W-REASON INCIDENT COUNTS","G04","04-CONTROLLED SUBSTANCE/DRUGS","17"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","W-REASON INCIDENT COUNTS","G05","05-ALCOHOL VIOLATION","8"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","W-REASON INCIDENT COUNTS","G12","12-ILLEGAL KNIFE","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","W-REASON INCIDENT COUNTS","G20","20-SERIOUS/PERSISTENT MISCONDUCT","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","W-REASON INCIDENT COUNTS","G21","21-VIOLATED LOCAL CODE OF CONDUCT","686"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","W-REASON INCIDENT COUNTS","G22","22-CRIMINAL MISCHIEF","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","W-REASON INCIDENT COUNTS","G28","28-ASSAULT-NONDISTRICT EMPLOYEE","-99999999"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","X-DISCIPLINE ACTION COUNTS","H02","02-EXPULSION TO A JJAEP","7"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","X-DISCIPLINE ACTION COUNTS","H05","05-OUT-OF-SCHOOL SUSPENSION","159"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","X-DISCIPLINE ACTION COUNTS","H06","06-IN-SCHOOL SUSPENSION","654"
"DISTRICT SUMMARY","20","ALAMO HEIGHTS ISD","015901","X-DISCIPLINE ACTION COUNTS","H07","07-PLACEMENT IN ON/OFF CAMP DAEP","100"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","2754"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","394"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","980"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","B-DISCIPLINE DATA TRENDS","B07","COUNT OF STUDENTS REMOVED TO A DAEP","56"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","B-DISCIPLINE DATA TRENDS","B08","MANDATORY DAEP REMOVALS","18"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","B-DISCIPLINE DATA TRENDS","B09","DISCRETIONARY DAEP REMOVALS","46"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","B-DISCIPLINE DATA TRENDS","B10","COUNT OF STUDENTS SUSPENDED IN SCHOOL","356"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","B-DISCIPLINE DATA TRENDS","B11","MANDATORY IN SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","B-DISCIPLINE DATA TRENDS","B12","DISCRETIONARY IN SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","99"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","B-DISCIPLINE DATA TRENDS","B14","MANDATORY OUT OF SCHOOL SUSPENSIONS","19"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","B-DISCIPLINE DATA TRENDS","B15","DISCRETIONARY OUT OF SCHOOL SUSPENSIONS","155"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","E-DAEP PLACEMENTS","C13","HISPANIC","14"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","E-DAEP PLACEMENTS","C15","WHITE","50"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","F-OUT OF SCHOOL SUSPENSIONS","C16","AFRICAN AMERICAN","-99999999"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","F-OUT OF SCHOOL SUSPENSIONS","C18","HISPANIC","-99999999"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","F-OUT OF SCHOOL SUSPENSIONS","C20","WHITE","126"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","G-IN SCHOOL SUSPENSIONS","C21","AFRICAN AMERICAN","7"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","G-IN SCHOOL SUSPENSIONS","C22","ASIAN","-99999999"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","G-IN SCHOOL SUSPENSIONS","C23","HISPANIC","181"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","G-IN SCHOOL SUSPENSIONS","C24","NATIVE AMERICAN","-99999999"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","G-IN SCHOOL SUSPENSIONS","C25","WHITE","528"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","J-SPEC. ED. DAEP PLACEMENTS","D07","SPEC. ED. STUDENTS IN DAEP PLACEMENT","17"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","J-SPEC. ED. DAEP PLACEMENTS","D08","SPEC. ED. DAEP PLACEMENTS","19"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","J-SPEC. ED. DAEP PLACEMENTS","D09","NON SPEC. ED. DAEP PLACEMENTS","45"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","K-SPEC. ED. OUT OF SCHOOL SUS.","D10","SPEC. ED. STUDENTS OUT OF SCHOOL SUS.","24"
"DISTRICT SUMMARY","20","BANDERA ISD","010902","K-SPEC. ED. OUT OF SCHOOL SUS.","D11","SPEC. ED. OUT OF SCHOOL SUSPEN","52"
